pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,0.273853,0.622185,2.271969,0.273853,0.622185
unrelated,0.240199,0.545811,2.272331,0.240199,0.545811
unrelated,0.222553,0.493262,2.216381,0.222553,0.493262
unrelated,0.211583,0.478241,2.260298,0.211583,0.478241
unrelated,0.225712,0.503758,2.231861,0.225712,0.503758
unrelated,0.194237,0.437037,2.250019,0.194237,0.437037
unrelated,0.256396,0.582823,2.273139,0.256396,0.582823
unrelated,0.149394,0.330113,2.209679,0.149394,0.330113
unrelated,0.168100,0.366802,2.182045,0.168100,0.366802
unrelated,0.213618,0.464322,2.173610,0.213618,0.464322
unrelated,0.136774,0.279974,2.046980,0.136774,0.279974
unrelated,0.574611,1.255730,2.185358,0.287305,0.627865
unrelated,0.463826,0.996590,2.148630,0.463826,0.996590
unrelated,0.444503,0.954381,2.147074,0.444503,0.954381
unrelated,0.412626,0.879026,2.130322,0.412626,0.879026
unrelated,0.443910,0.956356,2.154390,0.443910,0.956356
unrelated,0.553448,1.182172,2.136013,0.553448,1.182172
unrelated,0.575141,1.226132,2.131879,0.575141,1.226132
unrelated,0.576770,1.234537,2.140433,0.576770,1.234537
unrelated,0.497795,1.042288,2.093809,0.497795,1.042288
unrelated,0.561627,1.215589,2.164407,0.561627,1.215589
unrelated,0.538323,1.170696,2.174710,0.538323,1.170696
unrelated,0.572085,1.250768,2.186332,0.572085,1.250768
unrelated,0.565242,1.235112,2.185103,0.565242,1.235112
unrelated,0.086092,0.158654,1.842851,0.086092,0.158654
cousins,0.198411,0.420586,2.119768,0.198411,0.420586
cousins,0.120268,0.260027,2.162061,0.120268,0.260027
cousins,0.159754,0.354780,2.220783,0.159754,0.354780
unrelated,0.053678,0.101235,1.885948,0.053678,0.101235
cousins,0.164455,0.343323,2.087646,0.164455,0.343323
cousins,0.085267,0.180790,2.120282,0.085267,0.180790
cousins,0.036537,0.067468,1.846577,0.036537,0.067468
unrelated,0.159713,0.362384,2.268971,0.053238,0.120795
unrelated,0.355457,0.753882,2.120881,0.177728,0.376941
unrelated,0.305436,0.583916,1.911748,0.305436,0.583916
unrelated,0.352120,0.703544,1.998024,0.352120,0.703544
unrelated,0.323841,0.674044,2.081402,0.323841,0.674044
unrelated,0.283226,0.528222,1.865018,0.283226,0.528222
unrelated,0.355168,0.747370,2.104268,0.355168,0.747370
unrelated,0.278987,0.567836,2.035350,0.278987,0.567836
unrelated,0.441077,0.916280,2.077371,0.441077,0.916280
unrelated,0.330042,0.678094,2.054568,0.330042,0.678094
unrelated,0.268228,0.549328,2.047988,0.268228,0.549328
unrelated,0.305437,0.638583,2.090717,0.305437,0.638583
unrelated,0.356171,0.761909,2.139166,0.356171,0.761909
unrelated,0.230362,0.506377,2.198177,0.230362,0.506377
unrelated,0.183738,0.405299,2.205845,0.091869,0.202649
unrelated,0.321102,0.726587,2.262788,0.321102,0.726587
unrelated,0.235567,0.533295,2.263883,0.235567,0.533295
unrelated,0.392232,0.868412,2.214024,0.392232,0.868412
unrelated,0.314586,0.711640,2.262147,0.314586,0.711640
unrelated,0.261081,0.591852,2.266926,0.261081,0.591852
unrelated,0.366634,0.828271,2.259119,0.366634,0.828271
unrelated,0.374157,0.842907,2.252814,0.374157,0.842907
unrelated,0.250522,0.568067,2.267537,0.250522,0.568067
unrelated,0.182397,0.377714,2.070831,0.182397,0.377714
unrelated,0.215695,0.462069,2.142236,0.215695,0.462069
unrelated,0.158836,0.313159,1.971588,0.158836,0.313159
unrelated,0.262981,0.569068,2.163908,0.262981,0.569068
unrelated,0.216222,0.478971,2.215185,0.108111,0.239485
unrelated,0.424445,0.903976,2.129785,0.424445,0.903976
unrelated,0.468406,0.978990,2.090044,0.468406,0.978990
unrelated,0.431249,0.926262,2.147860,0.431249,0.926262
unrelated,0.407032,0.868158,2.132901,0.407032,0.868158
unrelated,0.218220,0.482081,2.209150,0.218220,0.482081
unrelated,0.113543,0.250261,2.204109,0.113543,0.250261
unrelated,0.225112,0.493553,2.192477,0.225112,0.493553
unrelated,0.278365,0.617057,2.216717,0.278365,0.617057
unrelated,0.197538,0.440600,2.230457,0.197538,0.440600
unrelated,0.220124,0.487701,2.215573,0.220124,0.487701
unrelated,0.224900,0.503468,2.238631,0.224900,0.503468
unrelated,0.297804,0.650737,2.185120,0.297804,0.650737
unrelated,0.393577,0.811249,2.061218,0.131192,0.270416
unrelated,0.286467,0.559883,1.954441,0.143234,0.279942
unrelated,0.395857,0.815111,2.059107,0.395857,0.815111
unrelated,0.402427,0.808889,2.010026,0.402427,0.808889
unrelated,0.401553,0.840456,2.093017,0.401553,0.840456
unrelated,0.463914,0.922241,1.987956,0.463914,0.922241
unrelated,0.180822,0.326912,1.807927,0.180822,0.326912
unrelated,0.251359,0.491580,1.955686,0.251359,0.491580
unrelated,0.203687,0.380716,1.869124,0.203687,0.380716
unrelated,0.215529,0.400485,1.858148,0.215529,0.400485
unrelated,0.332606,0.706766,2.124935,0.332606,0.706766
unrelated,0.407579,0.872256,2.140089,0.407579,0.872256
unrelated,0.287909,0.612080,2.125947,0.287909,0.612080
unrelated,0.396162,0.851880,2.150334,0.396162,0.851880
unrelated,0.273379,0.588660,2.153274,0.136690,0.294330
unrelated,0.281386,0.627335,2.229448,0.281386,0.627335
unrelated,0.333431,0.737867,2.212956,0.333431,0.737867
unrelated,0.337797,0.751332,2.224209,0.337797,0.751332
unrelated,0.287164,0.648787,2.259286,0.287164,0.648787
unrelated,0.234770,0.521767,2.222460,0.234770,0.521767
unrelated,0.268493,0.605310,2.254477,0.268493,0.605310
unrelated,0.190924,0.422747,2.214218,0.190924,0.422747
unrelated,0.316867,0.698412,2.204119,0.316867,0.698412
unrelated,0.224708,0.447153,1.989932,0.224708,0.447153
unrelated,0.273794,0.558419,2.039564,0.273794,0.558419
unrelated,0.264165,0.514903,1.949173,0.264165,0.514903
unrelated,0.234306,0.439808,1.877065,0.234306,0.439808
unrelated,0.664327,1.411288,2.124387,0.332164,0.705644
unrelated,0.546231,1.129037,2.066959,0.546231,1.129037
unrelated,0.528305,1.089927,2.063065,0.528305,1.089927
unrelated,0.512757,1.052149,2.051945,0.512757,1.052149
unrelated,0.522346,1.080059,2.067708,0.522346,1.080059
unrelated,0.669744,1.391953,2.078335,0.669744,1.391953
unrelated,0.700530,1.455979,2.078398,0.700530,1.455979
unrelated,0.701095,1.462620,2.086194,0.701095,1.462620
unrelated,0.609402,1.238815,2.032837,0.609402,1.238815
unrelated,0.651780,1.368457,2.099570,0.651780,1.368457
unrelated,0.623308,1.313419,2.107174,0.623308,1.313419
unrelated,0.656605,1.394763,2.124203,0.656605,1.394763
unrelated,0.636535,1.348720,2.118847,0.636535,1.348720
ancestor-descendant,0.135351,0.304516,2.249830,0.135351,0.304516
ancestor-descendant,0.082907,0.186504,2.249563,0.082907,0.186504
ancestor-descendant,0.132792,0.300050,2.259548,0.132792,0.300050
siblings,0.054059,0.113969,2.108224,0.054059,0.113969
unrelated,0.114662,0.259066,2.259385,0.114662,0.259066
unrelated,0.160228,0.313935,1.959300,0.160228,0.313935
unrelated,0.050084,0.092704,1.850985,0.050084,0.092704
unrelated,0.131940,0.284944,2.159642,0.065970,0.142472
unrelated,0.275454,0.602707,2.188052,0.275454,0.602707
unrelated,0.223553,0.437290,1.956093,0.223553,0.437290
unrelated,0.278910,0.576695,2.067677,0.278910,0.576695
unrelated,0.244526,0.527016,2.155252,0.244526,0.527016
unrelated,0.200499,0.379803,1.894290,0.200499,0.379803
unrelated,0.277837,0.603874,2.173487,0.277837,0.603874
unrelated,0.199303,0.421997,2.117364,0.199303,0.421997
unrelated,0.359960,0.767128,2.131150,0.359960,0.767128
unrelated,0.255385,0.544156,2.130727,0.255385,0.544156
unrelated,0.186452,0.397509,2.131958,0.186452,0.397509
unrelated,0.225819,0.489832,2.169133,0.225819,0.489832
unrelated,0.278805,0.615165,2.206437,0.278805,0.615165
unrelated,0.170112,0.386838,2.274027,0.170112,0.386838
unrelated,0.137726,0.313281,2.274673,0.137726,0.313281
unrelated,0.278897,0.623697,2.236299,0.278897,0.623697
unrelated,0.194702,0.435707,2.237818,0.194702,0.435707
unrelated,0.368672,0.784368,2.127552,0.368672,0.784368
unrelated,0.269738,0.605837,2.246020,0.269738,0.605837
unrelated,0.225729,0.499346,2.212153,0.225729,0.499346
unrelated,0.322471,0.722064,2.239162,0.322471,0.722064
unrelated,0.338491,0.747297,2.207732,0.338491,0.747297
unrelated,0.215707,0.478375,2.217702,0.215707,0.478375
unrelated,0.112684,0.250428,2.222390,0.112684,0.250428
unrelated,0.146544,0.330151,2.252917,0.146544,0.330151
unrelated,0.082109,0.175293,2.134886,0.082109,0.175293
unrelated,0.202940,0.457025,2.252019,0.202940,0.457025
unrelated,0.213464,0.432026,2.023882,0.213464,0.432026
unrelated,0.419930,0.847344,2.017823,0.419930,0.847344
unrelated,0.473816,0.942016,1.988147,0.473816,0.942016
unrelated,0.420589,0.858525,2.041244,0.420589,0.858525
unrelated,0.401772,0.809386,2.014538,0.401772,0.809386
unrelated,0.218701,0.441927,2.020691,0.218701,0.441927
unrelated,0.139178,0.261862,1.881497,0.139178,0.261862
unrelated,0.227082,0.453746,1.998156,0.227082,0.453746
unrelated,0.267736,0.556559,2.078765,0.267736,0.556559
unrelated,0.206074,0.424534,2.060107,0.206074,0.424534
unrelated,0.227847,0.467612,2.052309,0.227847,0.467612
unrelated,0.172730,0.391942,2.269102,0.172730,0.391942
unrelated,0.306533,0.631360,2.059682,0.306533,0.631360
unrelated,0.331821,0.708809,2.136117,0.165911,0.354405
unrelated,0.201295,0.403529,2.004663,0.201295,0.403529
unrelated,0.311765,0.659115,2.114140,0.311765,0.659115
unrelated,0.318980,0.656752,2.058914,0.318980,0.656752
unrelated,0.320552,0.689901,2.152227,0.320552,0.689901
unrelated,0.379870,0.770296,2.027790,0.379870,0.770296
unrelated,0.107437,0.204221,1.900839,0.107437,0.204221
unrelated,0.208720,0.441164,2.113661,0.208720,0.441164
unrelated,0.118139,0.223932,1.895498,0.118139,0.223932
unrelated,0.138157,0.266160,1.926509,0.138157,0.266160
unrelated,0.266394,0.587008,2.203536,0.266394,0.587008
unrelated,0.349087,0.769928,2.205549,0.349087,0.769928
unrelated,0.221176,0.490038,2.215599,0.221176,0.490038
unrelated,0.327132,0.723874,2.212792,0.327132,0.723874
unrelated,0.239182,0.537654,2.247889,0.239182,0.537654
unrelated,0.279548,0.634576,2.270010,0.279548,0.634576
unrelated,0.308374,0.698055,2.263661,0.308374,0.698055
unrelated,0.331768,0.751438,2.264948,0.331768,0.751438
unrelated,0.298058,0.672899,2.257612,0.298058,0.672899
unrelated,0.215233,0.489356,2.273612,0.215233,0.489356
unrelated,0.268757,0.608101,2.262644,0.268757,0.608101
unrelated,0.167231,0.380203,2.273516,0.167231,0.380203
unrelated,0.290964,0.658392,2.262794,0.290964,0.658392
unrelated,0.170238,0.364417,2.140638,0.170238,0.364417
unrelated,0.230494,0.499712,2.168004,0.230494,0.499712
unrelated,0.184165,0.371757,2.018602,0.184165,0.371757
unrelated,0.168286,0.335134,1.991452,0.168286,0.335134
unrelated,0.595143,1.289343,2.166444,0.595143,1.289343
unrelated,0.470266,0.994499,2.114762,0.470266,0.994499
unrelated,0.453600,0.958352,2.112768,0.453600,0.958352
unrelated,0.444119,0.935546,2.106518,0.444119,0.935546
unrelated,0.446708,0.945873,2.117431,0.446708,0.945873
unrelated,0.601519,1.276517,2.122156,0.601519,1.276517
unrelated,0.634370,1.345675,2.121277,0.634370,1.345675
unrelated,0.635923,1.353903,2.129036,0.635923,1.353903
unrelated,0.535408,1.111997,2.076916,0.535408,1.111997
unrelated,0.577939,1.238142,2.142339,0.577939,1.238142
unrelated,0.550826,1.185133,2.151555,0.550826,1.185133
unrelated,0.585669,1.268798,2.166407,0.585669,1.268798
unrelated,0.560055,1.210450,2.161305,0.560055,1.210450
siblings,0.082691,0.171415,2.072956,0.082691,0.171415
siblings,0.237946,0.534055,2.244439,0.237946,0.534055
unrelated,0.156978,0.344505,2.194611,0.156978,0.344505
cousins,0.067020,0.152122,2.269786,0.067020,0.152122
cousins,0.254200,0.528028,2.077211,0.254200,0.528028
cousins,0.171481,0.372978,2.175044,0.171481,0.372978
unrelated,0.163808,0.344220,2.101362,0.054603,0.114740
unrelated,0.207762,0.457288,2.201022,0.103881,0.228644
unrelated,0.171291,0.327589,1.912475,0.171291,0.327589
unrelated,0.198427,0.397051,2.000992,0.198427,0.397051
unrelated,0.140796,0.293435,2.084120,0.140796,0.293435
unrelated,0.187356,0.374415,1.998414,0.187356,0.374415
unrelated,0.268494,0.595161,2.216662,0.268494,0.595161
unrelated,0.203989,0.449234,2.202244,0.203989,0.449234
unrelated,0.340420,0.737354,2.166013,0.340420,0.737354
unrelated,0.277987,0.612857,2.204630,0.277987,0.612857
unrelated,0.162266,0.355774,2.192536,0.162266,0.355774
unrelated,0.197901,0.437858,2.212512,0.197901,0.437858
unrelated,0.238482,0.532736,2.233864,0.238482,0.532736
unrelated,0.183870,0.417413,2.270146,0.183870,0.417413
unrelated,0.044353,0.079485,1.792081,0.022177,0.039742
unrelated,0.197400,0.421454,2.135021,0.197400,0.421454
unrelated,0.135179,0.280490,2.074956,0.135179,0.280490
unrelated,0.339906,0.695416,2.045905,0.339906,0.695416
unrelated,0.186805,0.402637,2.155388,0.186805,0.402637
unrelated,0.172254,0.355494,2.063779,0.172254,0.355494
unrelated,0.225498,0.487186,2.160487,0.225498,0.487186
unrelated,0.243632,0.508824,2.088494,0.243632,0.508824
unrelated,0.145944,0.293712,2.012500,0.145944,0.293712
unrelated,0.027568,0.062323,2.260723,0.027568,0.062323
unrelated,0.065388,0.149125,2.280620,0.065388,0.149125
unrelated,0.062110,0.140621,2.264085,0.062110,0.140621
unrelated,0.068324,0.154789,2.265523,0.068324,0.154789
unrelated,0.213595,0.404429,1.893437,0.106797,0.202214
unrelated,0.354225,0.647968,1.829253,0.354225,0.647968
unrelated,0.396450,0.708388,1.786829,0.396450,0.708388
unrelated,0.362958,0.685460,1.888536,0.362958,0.685460
unrelated,0.349769,0.645956,1.846806,0.349769,0.645956
unrelated,0.195176,0.348110,1.783573,0.195176,0.348110
unrelated,0.168562,0.309542,1.836365,0.168562,0.309542
unrelated,0.249284,0.484211,1.942410,0.249284,0.484211
unrelated,0.227388,0.426566,1.875942,0.227388,0.426566
unrelated,0.168668,0.294535,1.746247,0.168668,0.294535
unrelated,0.183451,0.318140,1.734193,0.183451,0.318140
unrelated,0.114278,0.248524,2.174743,0.114278,0.248524
unrelated,0.243326,0.437377,1.797496,0.243326,0.437377
unrelated,0.256813,0.546369,2.127496,0.085604,0.182123
unrelated,0.184313,0.384427,2.085723,0.092157,0.192213
unrelated,0.228036,0.474219,2.079582,0.228036,0.474219
unrelated,0.235764,0.470347,1.994990,0.235764,0.470347
unrelated,0.218455,0.462021,2.114954,0.218455,0.462021
unrelated,0.351176,0.722161,2.056411,0.351176,0.722161
unrelated,0.134738,0.294724,2.187386,0.134738,0.294724
unrelated,0.271142,0.603171,2.224558,0.271142,0.603171
unrelated,0.121684,0.258414,2.123654,0.121684,0.258414
unrelated,0.121512,0.249845,2.056142,0.121512,0.249845
unrelated,0.304331,0.683930,2.247322,0.304331,0.683930
unrelated,0.405037,0.906697,2.238552,0.405037,0.906697
unrelated,0.257691,0.582254,2.259505,0.257691,0.582254
unrelated,0.344727,0.773325,2.243296,0.344727,0.773325
unrelated,0.191945,0.435781,2.270338,0.095973,0.217890
unrelated,0.296146,0.670626,2.264510,0.296146,0.670626
unrelated,0.255975,0.581859,2.273111,0.255975,0.581859
unrelated,0.346772,0.785643,2.265588,0.346772,0.785643
unrelated,0.319166,0.714900,2.239900,0.319166,0.714900
unrelated,0.168636,0.380168,2.254364,0.168636,0.380168
unrelated,0.257050,0.575794,2.240011,0.257050,0.575794
unrelated,0.117424,0.259404,2.209130,0.117424,0.259404
unrelated,0.241568,0.549325,2.273998,0.241568,0.549325
unrelated,0.140605,0.309280,2.199635,0.140605,0.309280
unrelated,0.218260,0.484396,2.219352,0.218260,0.484396
unrelated,0.113262,0.212882,1.879554,0.113262,0.212882
unrelated,0.162602,0.344049,2.115897,0.162602,0.344049
unrelated,0.503877,1.095576,2.174291,0.251939,0.547788
unrelated,0.380499,0.798459,2.098452,0.380499,0.798459
unrelated,0.365113,0.764865,2.094873,0.365113,0.764865
unrelated,0.372962,0.783700,2.101288,0.372962,0.783700
unrelated,0.353896,0.741913,2.096417,0.353896,0.741913
unrelated,0.545303,1.163137,2.133010,0.545303,1.163137
unrelated,0.594338,1.270029,2.136879,0.594338,1.270029
unrelated,0.592344,1.269974,2.143979,0.592344,1.269974
unrelated,0.481100,1.002034,2.082797,0.481100,1.002034
unrelated,0.489666,1.050015,2.144349,0.489666,1.050015
unrelated,0.457345,0.984337,2.152285,0.457345,0.984337
unrelated,0.489898,1.064393,2.172685,0.489898,1.064393
unrelated,0.457059,0.988264,2.162223,0.457059,0.988264
siblings,0.202219,0.459653,2.273039,0.202219,0.459653
unrelated,0.084468,0.191617,2.268518,0.084468,0.191617
cousins,0.061868,0.125836,2.033948,0.061868,0.125836
cousins,0.173860,0.363407,2.090221,0.173860,0.363407
cousins,0.100085,0.224885,2.246934,0.100085,0.224885
unrelated,0.136647,0.304030,2.224929,0.045549,0.101343
unrelated,0.272263,0.585822,2.151674,0.136132,0.292911
unrelated,0.227063,0.427660,1.883446,0.227063,0.427660
unrelated,0.260049,0.513340,1.974010,0.260049,0.513340
unrelated,0.220132,0.455754,2.070368,0.220132,0.455754
unrelated,0.226601,0.431124,1.902571,0.226601,0.431124
unrelated,0.308759,0.667495,2.161862,0.308759,0.667495
unrelated,0.235577,0.498575,2.116397,0.235577,0.498575
unrelated,0.389912,0.827589,2.122503,0.389912,0.827589
unrelated,0.304145,0.650402,2.138458,0.304145,0.650402
unrelated,0.205195,0.431383,2.102310,0.205195,0.431383
unrelated,0.243744,0.522543,2.143818,0.243744,0.522543
unrelated,0.290148,0.633598,2.183702,0.290148,0.633598
unrelated,0.194336,0.439557,2.261844,0.194336,0.439557
unrelated,0.065507,0.148397,2.265369,0.032753,0.074198
unrelated,0.233785,0.525288,2.246888,0.233785,0.525288
unrelated,0.154059,0.347072,2.252845,0.154059,0.347072
unrelated,0.349936,0.750049,2.143389,0.349936,0.750049
unrelated,0.225626,0.509198,2.256827,0.225626,0.509198
unrelated,0.188318,0.419111,2.225555,0.188318,0.419111
unrelated,0.271198,0.609791,2.248508,0.271198,0.609791
unrelated,0.281387,0.622464,2.212125,0.281387,0.622464
unrelated,0.164977,0.367155,2.225495,0.164977,0.367155
unrelated,0.075701,0.149170,1.970505,0.075701,0.149170
unrelated,0.117714,0.256279,2.177133,0.117714,0.256279
unrelated,0.071543,0.132181,1.847561,0.071543,0.132181
unrelated,0.143636,0.312673,2.176851,0.143636,0.312673
unrelated,0.187906,0.382094,2.033426,0.093953,0.191047
unrelated,0.360321,0.712579,1.977621,0.360321,0.712579
unrelated,0.398688,0.766805,1.923318,0.398688,0.766805
unrelated,0.372233,0.752950,2.022791,0.372233,0.752950
unrelated,0.352532,0.700580,1.987280,0.352532,0.700580
unrelated,0.170415,0.333417,1.956500,0.170415,0.333417
unrelated,0.100140,0.173090,1.728475,0.100140,0.173090
unrelated,0.219062,0.448364,2.046742,0.219062,0.448364
unrelated,0.222575,0.458012,2.057784,0.222575,0.458012
unrelated,0.133053,0.251864,1.892951,0.133053,0.251864
unrelated,0.155007,0.295662,1.907408,0.155007,0.295662
unrelated,0.141019,0.320963,2.276023,0.141019,0.320963
unrelated,0.228717,0.449471,1.965187,0.228717,0.449471
unrelated,0.306988,0.636449,2.073206,0.102329,0.212150
unrelated,0.228039,0.456357,2.001221,0.114020,0.228179
unrelated,0.302970,0.624733,2.062027,0.302970,0.624733
unrelated,0.309370,0.617350,1.995504,0.309370,0.617350
unrelated,0.298659,0.625900,2.095699,0.298659,0.625900
unrelated,0.405841,0.820468,2.021648,0.405841,0.820468
unrelated,0.136356,0.263297,1.930957,0.136356,0.263297
unrelated,0.258285,0.549935,2.129184,0.258285,0.549935
unrelated,0.145899,0.279904,1.918482,0.145899,0.279904
unrelated,0.148720,0.274948,1.848763,0.148720,0.274948
unrelated,0.320841,0.705882,2.200096,0.320841,0.705882
unrelated,0.415108,0.914274,2.202496,0.415108,0.914274
unrelated,0.271794,0.600461,2.209252,0.271794,0.600461
unrelated,0.372522,0.821257,2.204586,0.372522,0.821257
unrelated,0.202060,0.445943,2.206980,0.101030,0.222971
unrelated,0.269625,0.611240,2.267005,0.269625,0.611240
unrelated,0.265524,0.598179,2.252826,0.265524,0.598179
unrelated,0.326880,0.738554,2.259405,0.326880,0.738554
unrelated,0.284475,0.644305,2.264892,0.284475,0.644305
unrelated,0.161493,0.366696,2.270665,0.161493,0.366696
unrelated,0.233131,0.529212,2.270019,0.233131,0.529212
unrelated,0.103002,0.234224,2.273989,0.103002,0.234224
unrelated,0.249726,0.561385,2.248008,0.249726,0.561385
unrelated,0.154984,0.313448,2.022460,0.154984,0.313448
